Date,Time,Food Name,Serving Size,Serving Qty,Serving Weight (g),Calories (kcal),Fat (g),Carbs (g),Protein (g),Alcohol (g),"B12, Cobalamin (mcg)","B1, Thiamine (mg)","B2, Riboflavin (mg)","B3, Niacin (mg)","B5, Pantothenic Acid (mg)","B6, Pyridoxine (mg)",Caffeine (mg),Calcium (mg),Cholesterol (mg),Choline (mg),Copper (mg),Cysteine (g),Monounsaturated Fat (g),Polyunsaturated Fat (g),Saturated Fat (g),Trans Fat (g),Fiber (g),Folate (mcg),Histidine (g),Iron (mg),Isoleucine (g),Leucine (g),Lysine (g),Magnesium (mg),Manganese (mg),Methionine (g),Omega-3 ALA (g),Omega-3 DHA (g),Omega-3 EPA (g),Omega-3 (g),Omega-6 (g),Phenylalanine (g),Phosphorus (mg),Potassium (mg),Selenium (mcg),Sodium (mg),Starch (g),Sugars (g),Sugars Added (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Vitamin A (mcg),Vitamin C (mg),Vitamin D (mcg),Vitamin E (mg),Vitamin K (mcg),Water (g),Zinc (mg)
2025-12-14,6:00 PM,"Domino's 14 Pepperoni Pizza Crunchy Thin Crust""",pizza,0.2,563,369,21,29,16,,0.9,0.1,0.1,2.3,,0.1,,265.7,43,,0.1,,6.7,4.6,8.5,,2.9,,,1.3,,,,28.2,0.3,,0.4,0,0,0.4,3.9,,296.1,252.2,29.3,881.7,,4.1,,,,,,,1.4,,,,43,1.9
2025-12-14,6:00 PM,chicken,g,50,1,110,7,0,12,,0.4,0,0.1,3.5,0.5,0.2,,6.5,47,,0,0.2,2.6,1.4,1.8,,,11.5,0.3,0.8,0.6,0.9,1,10,0,0.3,,0,0,,,0.5,89.5,102,7.8,35.5,,,,0.5,0.1,0.4,0.6,,0.2,,,,31,0.9
2025-12-14,9:00 PM,Cod Liver Oil,softgel,1,100,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,,,,,,,,,,,,,,,300,,10,,,,
2025-12-14,9:00 PM,Creatine Ethyl Ester (Hcl),serving,1,3,10,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-14,9:00 PM,Double Strength Taurine 1000mg Dietary Supplement,capsule,1,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-14,9:00 PM,Magnesium l-Threonate,capsules,4,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-14,9:00 PM,Methyl Multi,capsules,2,50,0,0,0,0,,250,10,10,32,100,10,,50,,18,0.5,,,,,,,850,,,,,,50,0.3,,,,,,,,,49.5,50,30,,,,,,,,,125,2.5,67,30,,6.5
2025-12-15,6:00 AM,grilled chicken,g,100,1,148,3,0,30,,0.2,0.1,0.2,11.1,1.5,1,,6,106,108,0,0.3,1.3,0.7,1,0,,,1.1,0.4,1.4,2.4,2.8,31,0,0.8,0,0,0,,,1.2,249,420,42.4,215,,,,1.3,0.4,1.1,1.5,,,,0.3,,67,0.8
2025-12-15,6:27 AM,focaccia,g,50,1,125,4,18,4,,,0.2,0.2,1.8,0.3,0.1,,17.5,,1,0,,2.8,0.5,0.4,,0.9,69,,1.6,,,,10,0.2,,,,,,,,64,57,8,280.5,,0.9,,,,,,,,,0.7,2.9,23,0.7
2025-12-15,6:27 AM,peppermint bark,oz,1,28.35,144,8,18,1,,0.1,0,0.1,0.2,0.1,0,7,34.4,3,7,0.1,0,2.5,0.3,5,,0.7,2.6,0,0.4,0,0,0,15.2,0.1,0,,,,,,0,42.4,86.2,1.2,15.7,,16.3,,0,0,0,0,,0.1,,0.2,2,0,0.3
2025-12-15,1:09 PM,Panda Express Honey Sesame Chicken Breast,child size - order (Kids' Meal),1,113.4,326,17,31,13,,0.1,0.1,0.1,4.5,0.5,0.3,,21.6,27,33,0.1,0.2,3.9,9.4,2.8,,1.4,18,0.4,0.8,0.6,0.9,0.9,22.1,0.4,0.3,1.1,0,0,1.1,8.3,0.5,104.2,190.3,18.7,361.7,,15,11.9,0.5,0.1,0.4,0.6,14.3,32.3,0,2.1,38.1,52,0.7
2025-12-15,1:09 PM,Panda Express Honey Walnut Shrimp,child size - order (Kids' Meal),1,56.7,205,13,17,7,,0.4,0,0,0.8,0.2,0.1,,29.7,57,42,0.2,0.1,2.3,7.8,1.6,,0.5,16.7,0.2,0.3,0.3,0.6,0.5,22.4,0.3,0.2,1.2,0,0,1.3,6.5,0.3,109,81.6,14.6,237.9,,6.5,6.3,0.3,0.1,0.3,0.3,23.7,0.1,0.1,1.3,10.2,19,0.7
2025-12-15,1:09 PM,Super Greens (Side),serving,1,198,90,3,10,6,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,260,,4,,,,,,,,,,,,
2025-12-15,1:09 PM,Super Greens (Side),serving,1,198,90,3,10,6,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,260,,4,,,,,,,,,,,,
2025-12-15,4:00 PM,Chunky Bar,bar,2,100,324,16,40,4,,,,,,,,,,,,,,,,8.8,,1.4,,,,,,,,,,,,,,,,,,,56,,32,,,,,,,,,,,,
2025-12-15,4:00 PM,"Milk, Whole",g,150,1,90,5,7,5,,0.8,0.1,0.2,0.2,0.5,0.1,,184.5,18,27,0,0,1,0.2,2.8,,,,0.1,,0.3,0.5,0.4,18,,0.1,0,,0,0,0.1,0.2,151.5,225,2.8,57,,6.9,,0.2,0.1,0.2,0.3,47.4,,1.4,0.1,0.5,132,0.6
2025-12-15,7:00 PM,Black Bean Crunch Wrap Supreme No Cheese,serving,1,100,460,13,72,13,,,,,,,,,200,5,,,,,,4,,8,,,5.4,,,,,,,,,,,,,,,,860,,5,,,,,,,3.6,,,,,
2025-12-15,9:00 PM,Cod Liver Oil,softgel,1,100,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,,,,,,,,,,,,,,,300,,10,,,,
2025-12-15,9:00 PM,Creatine Ethyl Ester (Hcl),serving,1,3,10,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-15,9:00 PM,Double Strength Taurine 1000mg Dietary Supplement,capsule,1,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-15,9:00 PM,Magnesium l-Threonate,capsules,4,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-15,9:00 PM,Methyl Multi,capsules,2,50,0,0,0,0,,250,10,10,32,100,10,,50,,18,0.5,,,,,,,850,,,,,,50,0.3,,,,,,,,,49.5,50,30,,,,,,,,,125,2.5,67,30,,6.5
2025-12-16,6:35 AM,Eggs Scrambled Frozen Mixture,serving,2,100,262,11,15,26,,0.3,0,0.6,0.2,,0,,34,554,512,0.1,,4.7,3.6,2.1,,,34,,0.5,,,,20,,,,0,0,,,,60,294,45.8,324,,15,,,,,,42,,3.6,1.7,3.6,145,0.3
2025-12-16,6:35 AM,Kielbasa Fully Cooked Grilled,oz,2,28.33,191,17,3,7,,0.4,0.1,0.1,2.1,0.4,0.1,,23.8,41,24,0,0.1,7.1,3,5.6,,,,0.2,0.6,0.3,0.5,0.5,9.1,0,0.2,0.1,0,0,0.1,2.6,0.3,115.6,173.4,11.2,600.7,,1.4,,0.2,0.1,0.2,0.3,5.1,8.3,0.5,0.2,,28,0.9
2025-12-16,6:36 AM,Oatmeal or Rolled Oats Cooked Without Salt,oz,8,28.35,161,3,27,6,,,0.2,0,0.5,0.7,0,,20.4,,17,0.2,0.2,1,1.3,0.7,,3.9,13.6,0.1,2,0.3,0.5,0.3,61.2,1.3,0.1,0,,,0,1.2,0.3,174.6,158.8,12.2,9.1,,0.6,,0.2,0.1,0.2,0.4,,,,0.2,0.7,190,2.3
2025-12-16,10:00 AM,Quest Protein Bar - Chocolate Chip Cookie Dough,bar - each 2.1 OZ,1,60,205,9,21,21,,0.1,0.1,0.2,0.5,0.4,0,1,120,1,23,0.1,0.4,4.6,1.3,2.5,,14,7.1,0.4,0.6,1,1.9,1.6,44.6,0.3,0.4,0,,,0,1.3,0.7,147.8,150,3,200.2,,2.6,,1,0.4,0.5,1,7.9,0.1,,2.9,0.8,8,1
2025-12-16,5:00 PM,Dark Chocolate Peppermint Bark,square,1,12,60,5,6,1,,,,,,,,,20,,,,,,,2.5,,,,,0.4,,,,,,,,,,,,,,,,5,,5,,,,,,,,,,,,
2025-12-16,5:00 PM,Focaccia Italian Flatbread Plain,g,25,1,62,2,9,2,,,0.1,0.1,0.9,0.2,0,,8.8,,1,0,,1.4,0.2,0.2,,0.5,34.5,,0.8,,,,5,0.1,,,,,,,,32,28.5,4,140.3,,0.4,,,,,,0,,,0.4,1.4,11,0.3
2025-12-16,6:29 PM,bean chili,g,250,1,149,2,28,8,,,0.2,0.2,2.1,0.5,0.3,,69.9,,34,0.3,0.1,0.9,0.5,0.3,,9,83.8,0.2,3.1,0.3,0.6,0.5,61.7,0.5,0.1,0,,,,,0.4,159.3,684.9,2.1,497.6,0.1,5.6,,0.3,0.1,0.2,0.4,,17.7,,1.9,9.8,209,1
2025-12-16,6:29 PM,ground turkey,g,100,1,258,17,0,25,,1.6,0.1,0.3,7.7,1.4,0.5,,49,106,77,0.2,0.3,6,4.6,4.6,0.2,,7,0.7,2,1.1,2.1,2.3,28,0,0.7,0.2,0,0,,,1,263,276,36.1,85,,,,1.2,0.3,0.9,1.2,,,,0.1,,57,3.6
2025-12-16,9:00 PM,Cod Liver Oil,softgel,1,100,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,,,,,,,,,,,,,,,300,,10,,,,
2025-12-16,9:00 PM,Creatine Ethyl Ester (Hcl),serving,1,3,10,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-16,9:00 PM,Double Strength Taurine 1000mg Dietary Supplement,capsule,1,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-16,9:00 PM,Magnesium l-Threonate,capsules,4,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-16,9:00 PM,Methyl Multi,capsules,2,50,0,0,0,0,,250,10,10,32,100,10,,50,,18,0.5,,,,,,,850,,,,,,50,0.3,,,,,,,,,49.5,50,30,,,,,,,,,125,2.5,67,30,,6.5
2025-12-16,9:03 PM,Horchata Inspired Ice Cream,cup,0.75,183.58,347,20,37,6,,,,,,,,,156.7,84,,,,,,12.3,,,,,0.2,,,,,,,,,,,,,,156.7,,151.1,,32.5,,,,,,,,,,,,
2025-12-17,7:52 AM,chicken,g,130,1,286,17,0,31,,1,0.1,0.2,9.1,1.3,0.4,,16.9,122,,0.1,0.4,6.8,3.7,4.8,,,29.9,0.9,2.1,1.5,2.3,2.5,26,0,0.8,,0,0,,,1.2,232.7,265.2,20.4,92.3,,,,1.3,0.3,1,1.5,,0.5,,,,81,2.2
2025-12-17,7:52 AM,lingonberry jam,g,10,1,16,0,4,0,,,0,0,0,0,0,,0.4,,0,0,0,0,0,0,,0.2,0.4,0,0,0,0,0,0.4,0,0,,,,,,0,0.8,5,0,0.1,0,3.9,,0,0,0,0,,0.6,,0,1.2,6,0
2025-12-17,7:52 AM,sourdough,g,75,1,204,2,39,8,,,0.5,0.3,3.6,0.3,0.1,,39,,6,0.1,,0.3,0.6,0.4,0,1.6,92.3,,2.9,,,,24,0.4,,0,,,,,,78.8,87.8,21.4,451.5,33.2,3.5,,,,,,,,,0.2,0.5,25,0.8
2025-12-17,7:52 AM,syrup,g,10,1,27,0,7,0,,,0,0,0,0,,,0.5,,,0,,0,0,0,,,,,0,,,,0.2,0,,,,,,,,1,0.6,0,6.1,,4.2,,,,,,,,,,,3,0
2025-12-17,7:52 AM,whole milk,g,30,1,18,1,1,1,,0.1,0,0.1,0,0.1,0,,33.9,3,4,0,0,0.2,0.1,0.6,,,1.5,0,0,0,0.1,0.1,3,0,0,,,,,,0,25.2,39.6,1.1,12.9,,1.5,,0,0,0,0.1,,,,0,0.1,26,0.1
2025-12-17,1:18 PM,Supremus Maximus Supreme Pizza,pizza,0.5,710,825,47,67,35,,,,,,,,,527.5,113,,,,,,20,,5,,,,,,,,,,,,,,,,,677.5,,1750,,7.5,2.5,,,,,,,2.5,,,,
2025-12-17,9:00 PM,Cod Liver Oil,softgel,1,100,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,,,,,,,,,,,,,,,300,,10,,,,
2025-12-17,9:00 PM,Creatine Ethyl Ester (Hcl),serving,1,3,10,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-17,9:00 PM,Double Strength Taurine 1000mg Dietary Supplement,capsule,1,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-17,9:00 PM,Magnesium l-Threonate,capsules,4,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-17,9:00 PM,Methyl Multi,capsules,2,50,0,0,0,0,,250,10,10,32,100,10,,50,,18,0.5,,,,,,,850,,,,,,50,0.3,,,,,,,,,49.5,50,30,,,,,,,,,125,2.5,67,30,,6.5
2025-12-18,7:00 AM,evoo,g,5,1,44,5,0,0,,,,,,,,,0.1,,0,,,3.6,0.5,0.7,,,,,0,,,,,,,,,,,,,,0.1,,0.1,,,,,,,,,,,0.7,3,,
2025-12-18,7:00 AM,foccacia,g,60,1,149,5,21,5,,,0.3,0.2,2.2,0.4,0.1,,21,,2,0.1,,3.4,0.6,0.5,,1.1,82.8,,1.9,,,,12,0.2,,,,,,,,76.8,68.4,9.5,336.6,,1.1,,,,,,,,,0.9,3.4,28,0.8
2025-12-18,7:00 AM,syrup,g,10,1,27,0,7,0,,,0,0,0,0,,,0.5,,,0,,0,0,0,,,,,0,,,,0.2,0,,,,,,,,1,0.6,0,6.1,,4.2,,,,,,,,,,,3,0
2025-12-18,12:00 PM,Chicken Sausage,large link - bun or griller size,1,75,143,9,3,11,,0.1,0,0.1,2.8,0.4,0.1,,11.9,37,27,0,0.1,3.7,2.1,2.6,,0,3.7,0.3,1,0.5,0.8,0.9,9.2,0,0.3,0.1,0,0,0.1,1.9,0.4,67.1,90.7,9.3,642.6,,2.1,2,0.4,0.1,0.3,0.5,43.4,,0.1,0.1,2,50,0.9
2025-12-18,12:00 PM,"Hot Dog Bun, Whole Grain White","regular - 6 x 2"" x 1 1/2""""",1,43,102,1,19,5,,,0.2,0.1,1.9,0.2,0,,294.1,,3,0.1,0.1,0.2,0.4,0.3,,4,54.6,0.1,2.1,0.2,0.3,0.1,11.2,0.3,0.1,0,,0,0,0.4,0.2,44.3,54.6,6.9,205.5,,2.1,1.8,0.1,0.1,0.1,0.2,0.1,,,0.2,3.3,17,0.4
2025-12-18,12:00 PM,Sauerkraut,tbsp,5,14.75,14,0,3,1,,,0,0,0.1,0.1,0.1,,22.1,,8,0.1,0,0,0,0,,2.1,17.7,0,1.1,0,0,0,9.6,0.1,0,0,,,0,0,0,14.8,125.4,0.4,487.5,,1,,0,0,0,0,0.6,10.8,,0.1,9.6,68,0.1
2025-12-18,12:00 PM,Tortilla Style Nacho Cheese Protein Chips,bag,1,32,140,6,5,18,,,,,,,,,180,10,,,,,,1,,1,,,0.2,,,,,,,,,,,,,,40,,340,,1,,,,,,,,,,,,
2025-12-18,6:00 PM,Horchata Inspired Ice Cream,cup,0.375,183.58,174,10,18,3,,,,,,,,,78.4,42,,,,,,6.2,,,,,0.1,,,,,,,,,,,,,,78.4,,75.6,,16.2,,,,,,,,,,,,
2025-12-18,6:00 PM,Panda Express Fried Rice,child size - order (Kids' Meal),1,175.77,346,10,56,8,,0.2,0.3,0.1,3.1,1,0.2,,37.9,60,55,0.2,0.2,2.4,4.6,1.8,,1.7,65.7,0.2,2.7,0.4,0.6,0.4,30.2,1,0.2,0.5,0,,0.5,4.1,0.4,124.8,153.5,22.6,566.8,,1.3,,0.3,0.1,0.3,0.5,116.2,2.7,0.3,1.3,31.9,100,1.2
2025-12-18,6:00 PM,Panda Express Fried Rice,child size - order (Kids' Meal),1,175.77,346,10,56,8,,0.2,0.3,0.1,3.1,1,0.2,,37.9,60,55,0.2,0.2,2.4,4.6,1.8,,1.7,65.7,0.2,2.7,0.4,0.6,0.4,30.2,1,0.2,0.5,0,,0.5,4.1,0.4,124.8,153.5,22.6,566.8,,1.3,,0.3,0.1,0.3,0.5,116.2,2.7,0.3,1.3,31.9,100,1.2
2025-12-18,9:00 PM,Cod Liver Oil,softgel,1,100,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,,,,,,,,,,,,,,,300,,10,,,,
2025-12-18,9:00 PM,Creatine Ethyl Ester (Hcl),serving,1,3,10,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-18,9:00 PM,Double Strength Taurine 1000mg Dietary Supplement,capsule,1,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-18,9:00 PM,Magnesium l-Threonate,capsules,4,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-18,9:00 PM,Methyl Multi,capsules,2,50,0,0,0,0,,250,10,10,32,100,10,,50,,18,0.5,,,,,,,850,,,,,,50,0.3,,,,,,,,,49.5,50,30,,,,,,,,,125,2.5,67,30,,6.5
2025-12-19,6:48 AM,"Milk, Whole",g,100,1,60,3,5,3,,0.5,0.1,0.1,0.1,0.4,0.1,,123,12,18,0,0,0.7,0.1,1.9,,,,0.1,,0.2,0.3,0.3,12,,0.1,0,,0,0,0.1,0.2,101,150,1.9,38,,4.6,,0.2,0,0.2,0.2,31.6,,1,0.1,0.3,88,0.4
2025-12-19,6:48 AM,Old Country Style Muesli,g,39,1,156,3,26,4,,,,,,,,,15.6,,,,,,,,,4.4,,,1.1,,,,,,,,,,,,,,217.2,,,,5.6,,,,,,,,,,,,
2025-12-19,9:16 AM,Chicken Breast Grilled Boneless Skinless,g,97,1,144,3,0,29,,0.2,0.1,0.2,10.8,1.4,1,,5.8,103,105,0,0.3,1.3,0.7,1,,,,1.1,0.4,1.4,2.4,2.8,30.1,0,0.7,0,0,0,0,0.5,1.2,241.5,407.4,41.1,208.5,,,,1.3,0.4,1,1.5,9.7,,,0.3,,65,0.8
2025-12-19,12:00 PM,"Milk, Whole",g,100,1,60,3,5,3,,0.5,0.1,0.1,0.1,0.4,0.1,,123,12,18,0,0,0.7,0.1,1.9,,,,0.1,,0.2,0.3,0.3,12,,0.1,0,,0,0,0.1,0.2,101,150,1.9,38,,4.6,,0.2,0,0.2,0.2,31.6,,1,0.1,0.3,88,0.4
2025-12-19,2:00 PM,Panda Express Fried Rice,g,250,1,493,14,79,11,,0.3,0.5,0.2,4.4,1.4,0.3,,53.9,85,79,0.2,0.2,3.5,6.6,2.5,,2.4,93.4,0.3,3.9,0.5,0.9,0.5,43,1.4,0.3,0.7,0,,0.7,5.8,0.6,177.5,218.3,32.1,806.2,,1.9,,0.5,0.1,0.4,0.7,165.3,3.8,0.5,1.8,45.4,142,1.8
2025-12-19,5:00 PM,chocolate chip cookie,"medium (3 diameter)""",0.5,30,74,4,10,1,,0,0,0,0.4,,0,2,3.1,,2,0,0,0.9,1.3,1.2,0.1,0.3,10.8,0,0.8,0,0,0,6.2,0.1,0,0.1,,,,,0,16.4,25.6,0.6,46.6,4.2,4.9,,0,0,0,0,,,,0.3,5.1,1,0.1
2025-12-19,5:00 PM,deviled eggs,half large egg,1.5,30.45,103,9,1,5,,0.3,0,0.2,0,0.6,0.1,,24.8,142,113,0,0.1,2.6,3.8,2,0,0.2,18.1,0.1,0.7,0.3,0.4,0.4,6,0.1,0.1,0.4,0,,,,0.3,77.4,62.7,11.9,104.1,0,0.2,,0.2,0.1,0.2,0.3,,0,,0.6,12.4,31,0.5
2025-12-19,5:00 PM,foccacia,g,30,1,75,2,11,3,,,0.1,0.1,1.1,0.2,0,,10.5,,1,0,,1.7,0.3,0.3,,0.5,41.4,,0.9,,,,6,0.1,,,,,,,,38.4,34.2,4.8,168.3,,0.5,,,,,,,,,0.4,1.7,14,0.4
2025-12-19,5:00 PM,ground turkey,g,100,1,258,17,0,25,,1.6,0.1,0.3,7.7,1.4,0.5,,49,106,77,0.2,0.3,6,4.6,4.6,0.2,,7,0.7,2,1.1,2.1,2.3,28,0,0.7,0.2,0,0,,,1,263,276,36.1,85,,,,1.2,0.3,0.9,1.2,,,,0.1,,57,3.6
2025-12-19,9:00 PM,Cod Liver Oil,softgel,1,100,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,,,,,,,,,,,,,,,300,,10,,,,
2025-12-19,9:00 PM,Creatine Ethyl Ester (Hcl),serving,1,3,10,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-19,9:00 PM,Double Strength Taurine 1000mg Dietary Supplement,capsule,1,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-19,9:00 PM,Magnesium l-Threonate,capsules,4,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-19,9:00 PM,Methyl Multi,capsules,2,50,0,0,0,0,,250,10,10,32,100,10,,50,,18,0.5,,,,,,,850,,,,,,50,0.3,,,,,,,,,49.5,50,30,,,,,,,,,125,2.5,67,30,,6.5
2025-12-20,7:00 AM,Caramel Cashew Protein Bar,serving,1,55,200,8,18,20,,,,,,,,,160,5,,,,,,3,,3,,,0.6,,,,,,,,,,,,,,150,,80,,1,,,,,,,,,,,,
2025-12-20,7:00 AM,milk,oz,4,30.5,61,2,6,4,,0.6,0,0.2,0.1,0.4,0,,146.4,10,20,0,0,0.7,0.1,1.5,0.1,,6.1,0.1,0,0.2,0.4,0.3,13.4,0,0.1,0,,,,,0.2,112.2,170.8,3,57.3,,6.2,,0.2,0.1,0.2,0.3,,0.2,,0,0.2,109,0.6
2025-12-20,7:00 AM,pecorino,g,30,1,116,8,1,10,,0.3,0,0.1,0,0.1,0,,319.2,31,5,0,0.1,2.4,0.2,5.1,,,2.1,0.4,0.2,0.5,0.9,0.9,12.3,0,0.3,,,,,,0.5,228,25.8,4.3,429.9,,0.2,,0.4,0.1,0.5,0.7,,,,0.1,0.7,9,0.8
2025-12-20,1:57 PM,Chicken Breast Grilled Boneless Skinless,g,149,1,221,5,0,44,,0.3,0.1,0.3,16.5,2.2,1.5,,8.9,158,161,0.1,0.5,2,1.1,1.5,,,,1.6,0.6,2.2,3.6,4.2,46.2,0,1.1,0,0,0,0,0.8,1.8,371,625.8,63.2,320.3,,,,2,0.6,1.6,2.3,14.9,,,0.5,,99,1.2
2025-12-20,1:57 PM,Organic Greek Plain Whole Milk Yogurt,cup,0.75,226.67,150,6,7,16,,,,,,,,,170,25,,,,,,3.5,,,,,,,,,,,,,,,,,,,200,,65,,5,,,,,,,,,,,,
2025-12-20,5:00 PM,Focaccia Italian Flatbread Plain,g,40,1,100,3,14,4,,,0.2,0.1,1.5,0.3,0,,14,,1,0,,2.3,0.4,0.4,,0.7,55.2,,1.3,,,,8,0.1,,,,,,,,51.2,45.6,6.4,224.4,,0.7,,,,,,0,,,0.6,2.3,18,0.5
2025-12-20,9:00 PM,Cod Liver Oil,softgel,1,100,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,,,,,,,,,,,,,,,300,,10,,,,
2025-12-20,9:00 PM,Creatine Ethyl Ester (Hcl),serving,1,3,10,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-20,9:00 PM,Double Strength Taurine 1000mg Dietary Supplement,capsule,1,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-20,9:00 PM,Magnesium l-Threonate,capsules,4,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-20,9:00 PM,Methyl Multi,capsules,2,50,0,0,0,0,,250,10,10,32,100,10,,50,,18,0.5,,,,,,,850,,,,,,50,0.3,,,,,,,,,49.5,50,30,,,,,,,,,125,2.5,67,30,,6.5
2025-12-21,6:00 AM,chocolate chip cookie,"medium (3 diameter)""",0.5,30,74,4,10,1,,0,0,0,0.4,,0,2,3.1,,2,0,0,0.9,1.3,1.2,0.1,0.3,10.8,0,0.8,0,0,0,6.2,0.1,0,0.1,,,,,0,16.4,25.6,0.6,46.6,4.2,4.9,,0,0,0,0,,,,0.3,5.1,1,0.1
2025-12-21,6:00 AM,whole milk,oz,4,30.5,74,4,6,4,,0.5,0.1,0.2,0.1,0.5,0,,137.9,12,17,0,0,1,0.2,2.3,,,6.1,0.1,0,0.2,0.4,0.3,12.2,0,0.1,,,,,,0.2,102.5,161,4.5,52.5,,6.2,,0.2,0,0.2,0.3,,,,0.1,0.4,108,0.5
2025-12-21,1:00 PM,Focaccia Italian Flatbread Plain,g,40,1,100,3,14,4,,,0.2,0.1,1.5,0.3,0,,14,,1,0,,2.3,0.4,0.4,,0.7,55.2,,1.3,,,,8,0.1,,,,,,,,51.2,45.6,6.4,224.4,,0.7,,,,,,0,,,0.6,2.3,18,0.5
2025-12-21,1:00 PM,Olive Oil,tbsp,1,13.5,119,14,0,0,,,,,,,,,0.1,,0,,,9.8,1.4,1.9,,,,,0.1,,,,,,,0.1,,,0.1,1.3,,,0.1,,0.3,,,,,,,,,,,1.9,8.1,,
2025-12-21,1:00 PM,Turkey Chili,g,300,1,229,8,25,18,,0.7,0.1,0.2,5.1,0.7,0.5,2,111.9,40,,0.4,,2.9,2,2.1,,6.7,47.4,,3.7,,,,59.4,0.6,,,,,,,,234.5,707.1,11.3,623.7,,6.6,,,,,,,46.9,,2.4,9.3,,2.3
2025-12-21,6:00 PM,Batter Fried Chicken Wing Meat and Skin,oz,2,28.35,184,12,6,11,,0.1,0.1,0.1,3,0.4,0.2,,11.3,45,,0,0.2,5.1,2.9,3.3,,0.2,10.2,0.3,0.7,0.5,0.8,0.8,9.1,0,0.3,,0,0,,,0.4,68.6,78.2,14.6,181.4,,,,0.5,0.1,0.4,0.5,19.3,,,,,26,0.8
2025-12-21,6:00 PM,"Beef Brisket Flat Cut Braised Trimmed to 1/8 Fat All Grades""",oz,2,28.33,164,10,0,16,,1.2,0,0.1,2.3,0.3,0.2,,9.1,60,62,0.1,0.2,4.5,0.4,4.1,,,5.1,0.5,1.4,0.7,1.2,1.3,10.8,0,0.4,,,,,,0.6,99.2,131.5,15.4,27.2,,,,0.6,0.1,0.5,0.8,,,,0.3,1,30,3.8
2025-12-21,6:00 PM,Mac and Cheese,oz,3,28.35,228,10,25,10,,,,,,,,,149.7,51,,,,1.8,0.3,6,,,,,1.6,,,,,,,,,,,,,,,,371.3,,2.4,,,,,,,,,,,,
